Date-Hour(NMT),FF,OT_1,PR,QSI,TA,UU
15.10.2017-16:00,1.6,0,1011.2,4.8,10.6,100
15.10.2017-17:00,1.6,0,1010,5.6,11.4,100
15.10.2017-18:00,5.8,0,1009.2,-4.7,13,100
15.10.2017-19:00,4.9,0,1008.6,-5.2,13,99
15.10.2017-20:00,3.6,0,1008.3,-5.2,13,98
15.10.2017-21:00,3.1,0,1007.9,-6,12.7,100
15.10.2017-22:00,3.7,0,1007.2,-5.7,13.6,97
15.10.2017-23:00,4.2,0,1006.2,-6.4,13.2,100
16.10.2017-00:00,4.7,0,1006.3,-6.1,13.1,100
16.10.2017-01:00,4.3,0,1006,-5.6,13,98
16.10.2017-02:00,4.3,0,1006.3,-5.8,12.9,98
16.10.2017-03:00,3.3,0,1006.5,-5.7,12.5,97
16.10.2017-04:00,2.2,0,1006.8,-6.6,11.6,98
16.10.2017-05:00,1.1,0,1007.8,-7.2,10.8,100
16.10.2017-06:00,1.3,0,1008.6,-7.3,9.9,100
16.10.2017-07:00,1.6,0,1009.6,-6.2,9.5,100
16.10.2017-08:00,1,44,1010.2,30.7,9.6,100
16.10.2017-09:00,2,57,1010.7,124.4,11.7,81
16.10.2017-10:00,1.5,60,1012,222.2,13.5,65
16.10.2017-11:00,1.8,35,1012.4,191.7,13.3,61
16.10.2017-12:00,1.8,30,1012.6,233,15.6,50
16.10.2017-13:00,2.1,60,1012.5,353.2,16.6,46
16.10.2017-14:00,2.1,60,1012.8,305.1,16.2,46
16.10.2017-15:00,2.5,4,1013.5,94.6,15,48
16.10.2017-16:00,3.3,0,1014.1,30.2,14.2,48
16.10.2017-17:00,2.6,0,1014.1,4.9,13.8,50
16.10.2017-18:00,1.9,0,1014.9,-6.7,12.8,53
16.10.2017-19:00,0.8,0,1014.7,-7.2,11.8,59
16.10.2017-20:00,1.9,0,1014.5,-6.8,10.8,68
16.10.2017-21:00,1.1,0,1014.6,-8.6,9.8,85
16.10.2017-22:00,1.8,0,1015.4,-7.1,9,97
16.10.2017-23:00,2.1,0,1015.5,-6.1,9.1,93
17.10.2017-00:00,2.1,0,1015.4,-7.4,8.7,92
17.10.2017-01:00,3.6,0,1014.6,-4.9,8,98
17.10.2017-02:00,4.4,0,1013.2,-4.6,7.6,93
17.10.2017-03:00,4.6,0,1011.1,-5.2,7.5,90
17.10.2017-04:00,4.9,0,1009.7,-5.9,7.2,97
17.10.2017-05:00,5.2,0,1008,-6.2,7.5,97
17.10.2017-06:00,5.5,0,1006.7,-6.2,7.2,98
17.10.2017-07:00,4.8,0,1005.5,-5.8,7.4,97
17.10.2017-08:00,0.9,0,1005.5,1.8,7.8,96
17.10.2017-09:00,1.7,0,1005.4,12.3,8,99
17.10.2017-10:00,2.4,0,1005.4,18.7,8.1,100
17.10.2017-11:00,2,0,1005,28.2,8.5,100
17.10.2017-12:00,2.5,0,1004.7,67.9,9.4,100
17.10.2017-13:00,2.9,0,1003.8,138.6,10.9,89
17.10.2017-14:00,3.3,50,1002.9,226.5,13.5,79
17.10.2017-15:00,3.8,43,1002.5,215.5,12.8,80
17.10.2017-16:00,3.6,18,1001.6,71.5,12.2,81
17.10.2017-17:00,3.4,14,1001.5,13.1,11.8,83
17.10.2017-18:00,3.3,0,1001.3,-6.1,11.7,85
17.10.2017-19:00,3.1,0,1001.4,-6.8,11.2,90
17.10.2017-20:00,2.1,0,1001.6,-6.9,10.8,93
17.10.2017-21:00,1.9,0,1001.8,-5.8,10.4,96
17.10.2017-22:00,1.2,0,1002.4,-6.2,10.4,97
17.10.2017-23:00,5.7, ,1003.7, ,9.4,89
18.10.2017-00:00,6.6,0,1005,-5.6,8.1,77
18.10.2017-01:00,2.9,0,1007,-5.9,7.1,77
18.10.2017-02:00,3.5,0,1008.4,-7.3,6.2,78
18.10.2017-03:00,3.3,0,1009.3,-7.2,5.5,79
18.10.2017-04:00,3.1,0,1010.5,-7.2,5,77
18.10.2017-05:00,3.2,0,1011.1,-7.6,4.5,78
18.10.2017-06:00,2.3,0,1012.4,-7.6,3.4,85
18.10.2017-07:00,0.7,0,1013.5,-6.8,2.3,91
18.10.2017-08:00,0.5,40,1014.3,26.8,2.2,92
18.10.2017-09:00,0.2,60,1014.9,118.8,6.2,72
18.10.2017-10:00,0.9,60,1015.3,212.4,7.1,68
18.10.2017-11:00,1.3,60,1015.6,278.9,9.3,60
18.10.2017-12:00,1.4,60,1015.8,325.3,10.3,58
18.10.2017-13:00,1.2,60,1016,329.7,11.5,58
18.10.2017-14:00,2,60,1016.3,263.3,11,60
18.10.2017-15:00,1.2,51,1016.8,108.2,9.1,66
18.10.2017-16:00,0.3,60,1016.7,124.8,9.8,63
18.10.2017-17:00,1.3,47,1017.3,26.2,7.1,79
18.10.2017-18:00,2.1,0,1017.8,-7.6,5,82
18.10.2017-19:00,2.7,0,1018.3,-7.6,4.6,83
18.10.2017-20:00,2.9,0,1018.6,-7.3,3.9,83
18.10.2017-21:00,3,0,1018.9,-7.6,3.3,82
18.10.2017-22:00,0.6,0,1019.5,-7.8,2.2,87
18.10.2017-23:00,2.1,0,1019.9,-7.4,2.1,88
19.10.2017-00:00,2.7,0,1020.1,-7.4,2.1,89
19.10.2017-01:00,1.6,0,1020.3,-7.4,1.5,90
19.10.2017-02:00,1.6,0,1020,-6.9,2.3,85
19.10.2017-03:00,1.8,0,1020,-7.4,2,87
19.10.2017-04:00,1,0,1020.1,-7.7,1.4,90
19.10.2017-05:00,0.8,0,1020.4,-7.4,0.2,93
19.10.2017-06:00,0.7,0,1020.4,-7.2,0.1,95
19.10.2017-07:00,0.3,0,1020.9,-7.6,-0.4,96
19.10.2017-08:00,0.5,38,1021.3,22.2,0.7,96
19.10.2017-09:00,1.1,60,1021.4,109.6,3.3,83
19.10.2017-10:00,0.4,60,1021.4,202.8,5.3,80
19.10.2017-11:00,0.5,60,1021.3,274.9,8.4,70
19.10.2017-12:00,1.5,60,1021,305.3,8.3,61
19.10.2017-13:00,1.2,60,1020.7,269.4,8.6,60
19.10.2017-14:00,1.3,60,1020.5,238.8,8.7,59
19.10.2017-15:00,1.5,30,1020.3,135.3,8.3,63
19.10.2017-16:00,2.1,0,1020.1,57,7.5,69
19.10.2017-17:00,2.7,0,1020,10.4,6.2,77
19.10.2017-18:00,4.4,0,1019.9,-6.7,5.9,72
19.10.2017-19:00,3.5,0,1019.9,-6.3,6.2,73
19.10.2017-20:00,2.5,0,1019.9,-6.4,6.6,72
19.10.2017-21:00,2,0,1020,-6.3,6.6,72
19.10.2017-22:00,2.6,0,1019.9,-6.2,6.4,75
19.10.2017-23:00,3,0,1019.6,-5.9,6.2,77
20.10.2017-00:00,2.9,0,1019.3,-5.8,6,79
20.10.2017-01:00,4,0,1019.4,-6.6,5.6,83
20.10.2017-02:00,3.6,0,1019.3,-6,5.6,82
20.10.2017-03:00,3.2,0,1019,-5.9,5.5,83
20.10.2017-04:00,4.3,0,1018.5,-6.7,5.3,87
20.10.2017-05:00,3.3,0,1018.3,-6.8,5.3,88
20.10.2017-06:00,4.5,0,1018.1,-6.3,5.3,87
20.10.2017-07:00,3.6,0,1018.2,-5.5,5.5,86
20.10.2017-08:00,2.5,0,1018.4,-1,5.7,85
20.10.2017-09:00,3.7,0,1018.4,21.8,5.9,84
20.10.2017-10:00,3.3,0,1018.7,48.1,6.4,83
20.10.2017-11:00,3.4,0,1018.7,73.3,6.8,81
20.10.2017-12:00,4.2,0,1018.5,55.7,7.1,80
20.10.2017-13:00,4.7,0,1018.6,50.7,7.1,80
20.10.2017-14:00,4.4,0,1018.5,29.7,6.9,81
20.10.2017-15:00,5.5,0,1018.4,16.4,6.8,82
20.10.2017-16:00,6.4,0,1018.5,1.7,6.7,83
20.10.2017-17:00,5.2,0,1018.6,-3.8,6.9,81
20.10.2017-18:00,6,0,1018.8,-5.4,7,80
20.10.2017-19:00,5.4,0,1019,-5.5,7.2,80
20.10.2017-20:00,4.9,0,1019.3,-5.5,7.4,79
20.10.2017-21:00,5,0,1019.5,-6.5,7.3,82
20.10.2017-22:00,5.8,0,1019.5,-6.5,6.9,87
20.10.2017-23:00,4.8,0,1019.7,-5.5,6.9,88
21.10.2017-00:00,4.6,0,1019.6,-5.5,6.8,88
21.10.2017-01:00,4.4,0,1019.6,-6,6.6,89
21.10.2017-02:00,6.1,0,1019.7,-6.1,6.7,86
21.10.2017-03:00,5.8,0,1019.4,-5.8,6.6,86
21.10.2017-04:00,5.6,0,1019.4,-5.3,6.6,85
21.10.2017-05:00,5.4,0,1019.4,-5.3,6.6,83
21.10.2017-06:00,4.4,0,1019.8,-5.5,6.5,82
21.10.2017-07:00,3.9,0,1020.3,-5.4,6.3,83
21.10.2017-08:00,4.7,0,1020.5,-2.6,6.2,82
21.10.2017-09:00,5.7,0,1020.6,9.9,6.3,79
21.10.2017-10:00,4.9,0,1020.7,29.6,6.4,76
21.10.2017-11:00,5.4,0,1020.7,43.9,6.6,75
21.10.2017-12:00,6.5,0,1019.9,66.8,6.9,74
21.10.2017-13:00,5,0,1019.4,101.7,7.2,72
21.10.2017-14:00,6.1,0,1019,55.3,7.2,72
21.10.2017-15:00,5.2,0,1018.7,20.8,7.4,72
21.10.2017-16:00,4.5,0,1018.3,13.9,7.4,73
21.10.2017-17:00,4.5,0,1018.1,-3,7.6,72
21.10.2017-18:00,4.4,0,1018.1,-5.6,7.6,72
21.10.2017-19:00,4.8,0,1017.9,-5.5,7.6,72
21.10.2017-20:00,4.9,0,1017.4,-5.7,7.6,71
21.10.2017-21:00,5.4,0,1017.5,-5.7,7.5,71
21.10.2017-22:00,4.8,0,1017.2,-6,7.2,72
21.10.2017-23:00,5.1,0,1017,-5.9,6.8,75
22.10.2017-00:00,4.2,0,1016.7,-5.8,6.7,74
22.10.2017-01:00,4.1,0,1016.4,-7.2,5.8,82
22.10.2017-02:00,5.2,0,1016,-5.6,5.3,87
22.10.2017-03:00,4.7,0,1015.4,-5.6,5,88
22.10.2017-04:00,5.6,0,1015.1,-5.5,4.7,90
22.10.2017-05:00,6.1,0,1014.6,-4.9,4.6,90
22.10.2017-06:00,6.4,0,1014.4,-4.5,4.6,89
22.10.2017-07:00,6,0,1014.6,-4.8,4.6,90
22.10.2017-08:00,6.8,0,1014.4,-1.8,4.6,90
22.10.2017-09:00,6.3,0,1014.5,9.2,4.9,90
22.10.2017-10:00,6.2,0,1014.5,12.2,5,90
22.10.2017-11:00,5.9,0,1014.4,15.8,5.1,91
22.10.2017-12:00,5.9,0,1014.6,16.4,5.2,91
22.10.2017-13:00,5.3,0,1014.7,8.6,5.2,90
22.10.2017-14:00,5.6,0,1014.8,11.8,5.2,91
22.10.2017-15:00,5.7,0,1014.7,7.5,5.2,91
22.10.2017-16:00,4.8,0,1015.1,0.4,5.2,91
22.10.2017-17:00,5.2,0,1015.5,-4.8,5.1,91
22.10.2017-18:00,5.1,0,1015.9,-5.8,5.4,88
22.10.2017-19:00,4.5,0,1016.5,-6.3,5.3,88
22.10.2017-20:00,5.1,0,1016.6,-6.1,5.6,83
22.10.2017-21:00,4.8,0,1017.1,-5.5,5.5,82
22.10.2017-22:00,5.4,0,1017.5,-5.4,5.3,80
22.10.2017-23:00,5.6,0,1018,-5.3,5.1,78
23.10.2017-00:00,5.1,0,1018.4,-5.6,4.7,80
23.10.2017-01:00,5.7,0,1018.8,-5.3,4.7,77
23.10.2017-02:00,6.1,0,1019.2,-6,4.3,78
23.10.2017-03:00,5.1,0,1019.8,-5.8,4.2,78
23.10.2017-04:00,4.2,0,1020.5,-6,3.9,77
23.10.2017-05:00,4.2,0,1021,-5.9,3.6,77
23.10.2017-06:00,4.1,0,1021.6,-6,3.2,76
23.10.2017-07:00,4.4,0,1022.2,-5.9,2.8,75
23.10.2017-08:00,4.1,0,1022.7,4,2.6,74
23.10.2017-09:00,4.9,41,1023.3,107.4,3.4,69
23.10.2017-10:00,5.1,60,1023.7,208.8,4.1,66
23.10.2017-11:00,4.6,25,1023.8,172.4,4.1,67
23.10.2017-12:00,5.7,0,1024,104.7,4.3,67
23.10.2017-13:00,5.1,0,1024.2,113.5,4.5,67
23.10.2017-14:00,3.9,0,1024.4,91,4.5,67
23.10.2017-15:00,2.4,0,1025,63.1,4.6,66
23.10.2017-16:00,4,0,1025.1,32.6,4.6,66
23.10.2017-17:00,3.8,0,1025.2,2.4,4.4,68
23.10.2017-18:00,2.9,0,1025.5,-6,4.6,64
23.10.2017-19:00,2.4,0,1026.1,-6.1,4.4,62
23.10.2017-20:00,2.3,0,1026,-6.2,4.4,64
23.10.2017-21:00,3,0,1026.1,-5.9,4.4,65
23.10.2017-22:00,3.4,0,1026.1,-5.8,4.2,68
23.10.2017-23:00,3.4,0,1025.9,-5.9,4,72
24.10.2017-00:00,3.1,0,1025.8,-5.8,4,75
24.10.2017-01:00,3.7,0,1025.5,-5.9,3.9,77
24.10.2017-02:00,3,0,1024.8,-5.9,4.3,76
24.10.2017-03:00,2.5,0,1023.9,-5.9,4.4,77
24.10.2017-04:00,2.9,0,1023.4,-6,4.6,80
24.10.2017-05:00,2.3,0,1023.7,-6.7,4.2,86
24.10.2017-06:00,2.2,0,1023.4,-6.8,4,89
24.10.2017-07:00,2.5,0,1022.5,-6.7,4.2,86
24.10.2017-08:00,2.9,0,1022.3,-4.9,4.7,81
24.10.2017-09:00,3.1,0,1021.9,3.9,4.2,86
24.10.2017-10:00,3,0,1021.6,7,4.3,86
24.10.2017-11:00,2.9,0,1021.1,9.9,4.1,88
24.10.2017-12:00,2.6,0,1020.3,12,4.1,87
24.10.2017-13:00,0.6,0,1019.4,10.4,3.8,93
24.10.2017-14:00,1.9,0,1018.2,7.4,3.8,92
24.10.2017-15:00,1.5,0,1018,3.2,4.2,93
24.10.2017-16:00,1.8,0,1017.3,-1.1,4.1,94
24.10.2017-17:00,3,0,1016.3,-4.4,4.2,92
24.10.2017-18:00,2.7,0,1015.7,-5.5,3.9,95
24.10.2017-19:00,2.7,0,1014.9,-5.6,3.9,92
24.10.2017-20:00,2.5,0,1013.2,-5.6,4.2,91
24.10.2017-21:00,2.2,0,1012,-5.6,4.4,91
24.10.2017-22:00,3.1,0,1011,-5.6,4.6,92
24.10.2017-23:00,2.9,0,1010.1,-5.5,4.8,94
25.10.2017-00:00,3.6,0,1009,-5.5,5.2,93
25.10.2017-01:00,3.7,0,1008.5,-5.5,5.3,94
25.10.2017-02:00,3.3,0,1007.8,-5.7,5,95
25.10.2017-03:00,3.8,0,1007.3,-5.7,5.2,93
25.10.2017-04:00,3.1,0,1006.7,-6,5.1,93
25.10.2017-05:00,3.2,0,1005.8,-5.9,4.8,93
25.10.2017-06:00,4.7,0,1005.4,-5.5,4.8,91
25.10.2017-07:00,3.7,0,1005.4,-5.4,4.8,90
25.10.2017-08:00,4,0,1005.1,-3.8,4.6,89
25.10.2017-09:00,2.6,0,1004.9,6.9,4.6,88
25.10.2017-10:00,1.1,0,1005.3,40.9,4.8,90
25.10.2017-11:00,1.1,0,1004.9,54.6,5.4,86
25.10.2017-12:00,1.4,0,1004.6,117.4,5.5,82
25.10.2017-13:00,0.6,15,1004.9,146.3,6.1,81
25.10.2017-14:00,0.7,60,1004.8,263.7,6.7,78
25.10.2017-15:00,1.7,55,1004.9,162.1,6.2,81
25.10.2017-16:00,1.4,60,1005.3,91.1,6.2,79
25.10.2017-17:00,2.1,25,1005.8,6.9,4,88
25.10.2017-18:00,1.4,0,1006.3,-7.2,2.7,94
25.10.2017-19:00,1.6,0,1006.5,-7.1,1.7,95
25.10.2017-20:00,1.3,0,1006.7,-7.6,1.6,95
25.10.2017-21:00,0.9,0,1007,-7.9,0.9,95
25.10.2017-22:00,1.8,0,1007.4,-7.5,0.7,95
25.10.2017-23:00,1.2,0,1007.6,-6.9,1.3,96
26.10.2017-00:00,0.7,0,1007.6,-6.5,2.1,97
26.10.2017-01:00,0.8,0,1007.9,-6,2.8,98
26.10.2017-02:00,1.2,0,1008.2,-5.8,2.9,98
26.10.2017-03:00,0.6,0,1008.1,-5.9,2.8,98
26.10.2017-04:00,1.1,0,1008,-5.6,2.8,99
26.10.2017-05:00,0.7,0,1008.3,-5.5,3.2,99
26.10.2017-06:00,0.4,0,1008.1,-6.5,3.2,99
26.10.2017-07:00,0.6,0,1008.1,-6.7,2.9,98
26.10.2017-08:00,0.7,0,1008.2,3,3.2,99
26.10.2017-09:00,1.2,0,1008.3,38.2,3.8,99
26.10.2017-10:00,0.5,16,1008,113.7,4.4,99
26.10.2017-11:00,0.7,42,1008,156.4,6.7,98
26.10.2017-12:00,1.8,43,1007.9,253.2,8.3,79
26.10.2017-13:00,0.8,0,1007.7,111,8.2,80
26.10.2017-14:00,0.9,12,1007.4,141.8,9.1,76
26.10.2017-15:00,2.1,44,1007.2,114.3,9,80
26.10.2017-16:00,2.5,25,1007.3,69.1,8.6,83
26.10.2017-17:00,3.4,0,1007.3,6.1,7.7,85
26.10.2017-18:00,2.7,0,1007.9,-6.5,7,85
26.10.2017-19:00,3.9,0,1008.5,-6.3,6.6,87
26.10.2017-20:00,3.4,0,1009.1,-6.4,6.6,88
26.10.2017-21:00,2.2,0,1009.7,-7,6.3,87
26.10.2017-22:00,3.5,0,1010.5,-7.3,6,85
26.10.2017-23:00,2.2,0,1011.3,-8,5.2,87
27.10.2017-00:00,4.6,0,1011.7,-6.8,6.2,78
27.10.2017-01:00,5.6,0,1012.4,-6.5,5.6,80
27.10.2017-02:00,5.4,0,1012.9,-6.6,5.7,77
27.10.2017-03:00,3.8,0,1013.3,-6.7,5.5,76
27.10.2017-04:00,3.2,0,1013.8,-7.5,4.7,80
27.10.2017-05:00,3.1,0,1014.4,-7.3,4.8,77
27.10.2017-06:00,2.2,0,1014.8,-7.3,4.1,80
27.10.2017-07:00,0.7,0,1015.2,-7.5,2.2,90
27.10.2017-08:00,1.5,20,1015.8,8.6,2,91
27.10.2017-09:00,0.5,49,1016.1,85.8,4,88
27.10.2017-10:00,1.2,0,1016.1,51.7,4.4,87
27.10.2017-11:00,0.4,17,1015.3,125.2,5.7,83
27.10.2017-12:00,0.9,22,1014.8,171,6.4,79
27.10.2017-13:00,1.1,27,1014.4,182.8,6.8,76
27.10.2017-14:00,0.3,35,1013.6,146,7.7,71
27.10.2017-15:00,0.9,0,1012.6,72,7.3,73
27.10.2017-16:00,0.7,0,1011.6,15.3,7.1,76
27.10.2017-17:00,0.3,0,1010.8,-4.5,6.6,82
27.10.2017-18:00,1.4,0,1009.8,-6.8,6.5,79
27.10.2017-19:00,1.4,0,1009.1,-6.6,6.8,77
27.10.2017-20:00,1.6,0,1008,-7.3,6.7,79
27.10.2017-21:00,2.3,0,1006.4,-6.5,7.1,79
27.10.2017-22:00,1.1,0,1004.9,-6.4,6.5,82
27.10.2017-23:00,2.9,0,1002.3,-6.5,6.8,82
28.10.2017-00:00,3.4,0,1000.2,-6.2,7.4,78
28.10.2017-01:00,4,0,998.6,-6,7.5,80
28.10.2017-02:00,3.4,0,997.3,-6.2,7.6,77
28.10.2017-03:00,2.8,0,995.1,-6.1,7.6,76
28.10.2017-04:00,3.9,0,993.5,-6.5,7.3,77
28.10.2017-05:00,3.4,0,992.5,-6.7,7.1,78
28.10.2017-06:00,1.3,0,992.4,-7.1,5.5,84
28.10.2017-07:00,3.9,0,992.5,-7,6.3,76
28.10.2017-08:00,3,15,992.7,2.9,8.5,61
28.10.2017-09:00,3.8,60,993,68.5,9.4,55
28.10.2017-10:00,2.6,60,993.3,156.5,10.2,52
28.10.2017-11:00,2.8,60,993.2,228.8,11.7,46
28.10.2017-12:00,4.5,60,993,269.1,12.2,42
28.10.2017-13:00,4.3,60,992.4,247,12.4,40
28.10.2017-14:00,4,53,991.6,248.5,12.4,38
28.10.2017-15:00,3.7,28,991,131.9,12,38
28.10.2017-16:00,2.3,60,989.8,69.7,10.6,40
28.10.2017-17:00,2,3,988.9,-1.6,7.7,52
28.10.2017-18:00,1.4,0,987.9,-7.3,5.7,65
28.10.2017-19:00,1.9,0,986.4,-6.8,5.2,71
28.10.2017-20:00,2.5,0,985.3,-6.4,5.5,71
28.10.2017-21:00,2.1,0,983.5,-6.5,5.5,70
28.10.2017-22:00,3,0,982.4,-6.1,5.7,69
28.10.2017-23:00,4,0,982.1,-6.2,6.1,65
29.10.2017-00:00,4,0,982.8,-6.6,5.7,73
29.10.2017-01:00,6.2,0,984,-6.6,6,66
29.10.2017-02:00,5.7,0,985.9,-5.9,5.8,65
29.10.2017-03:00,8,0,988,-5.7,5.7,63
29.10.2017-04:00,5.8,0,989.9,-5.6,4.9,68
29.10.2017-05:00,6.3,0,991.7,-5.7,5.5,55
29.10.2017-06:00,6.2,0,993.2,-6.4,5.2,55
29.10.2017-07:00,4.3,0,994.8,-6.9,5.1,51
29.10.2017-08:00,7.6,14,995.7,1.5,5.3,48
29.10.2017-09:00,7.9,60,997.3,67.1,5.7,45
29.10.2017-10:00,5.8,60,998.9,156.4,6.5,43
29.10.2017-11:00,6.7,60,1000,227,7.8,40
29.10.2017-12:00,6.3,60,1000.7,264.8,8.8,37
29.10.2017-13:00,8.5,58,1001.4,258.9,8.8,38
29.10.2017-14:00,7.4,59,1002.5,223,8.5,39
29.10.2017-15:00,6.3,60,1004.1,160.2,8.3,39
29.10.2017-16:00,6.4,59,1005.1,69.7,6.9,37
29.10.2017-17:00,7.7,8,1006.2,0.4,5.9,38
29.10.2017-18:00,5.9,0,1007.4,-6.8,5.1,41
29.10.2017-19:00,7.8,0,1008.2,-6.4,5,41
29.10.2017-20:00,6.4,0,1009.3,-6.3,4.5,43
29.10.2017-21:00,5.6,0,1010,-6.3,4.1,45
29.10.2017-22:00,5,0,1011.2,-6.5,4,49
29.10.2017-23:00,3.8,0,1012.2,-6.5,3.4,50
30.10.2017-00:00,4.5,0,1012.3,-6.3,3.1,51
30.10.2017-01:00,3.9,0,1013.3,-6.4,3.1,49
30.10.2017-02:00,2.2,0,1014.1,-6.6,2.6,51
30.10.2017-03:00,3.2,0,1014.5,-6.5,2.5,51
30.10.2017-04:00,4.2,0,1014.9,-6.4,2.4,50
30.10.2017-05:00,4.3,0,1015.5,-6.3,2.3,51
30.10.2017-06:00,1.5,0,1016.2,-7,0.5,61
30.10.2017-07:00,0.4,0,1017.2,-7.5,-0.7,67
30.10.2017-08:00,3.6,12,1017.5,2.3,1.5,55
30.10.2017-09:00,3.6,60,1017.7,69.1,3.1,48
30.10.2017-10:00,3,31,1018.2,101.1,3.6,46
30.10.2017-11:00,1.9,0,1018.4,84.6,4.2,43
30.10.2017-12:00,1.8,0,1018.4,83,4,48
30.10.2017-13:00,2.1,0,1018.2,93.5,4.5,47
30.10.2017-14:00,1.4,0,1018.3,80.7,4.7,46
30.10.2017-15:00,1.4,0,1018.3,40.8,4.5,49
30.10.2017-16:00,1.1,0,1018,13.4,3.9,50
30.10.2017-17:00,0.8,0,1017.7,-3.1,2.7,58
30.10.2017-18:00,0.6,0,1017.6,-6.6,2.3,62
30.10.2017-19:00,0.8,0,1017.8,-7.4,1.4,67
30.10.2017-20:00,0.9,0,1017.8,-8,1.8,66
30.10.2017-21:00,1.6,0,1018.1,-7.5,0.6,72
30.10.2017-22:00,1.1,0,1017.9,-6.7,0.7,75
30.10.2017-23:00,0.7,0,1018,-6.6,0.9,76
31.10.2017-00:00,0.6,0,1017.2,-7,0.9,78
31.10.2017-01:00,0.6,0,1017,-6.6,0.5,83
31.10.2017-02:00,1,0,1016.3,-6.3,0.4,85
31.10.2017-03:00,0.1,0,1015.6,-6.8,0.7,84
31.10.2017-04:00,0.7,0,1015.3,-6.4,1.1,82
31.10.2017-05:00,0.6,0,1014.6,-6.5,1.1,84
31.10.2017-06:00,0.6,0,1014.2,-6.4,1.3,85
31.10.2017-07:00,0.8,0,1014,-6.7,1.6,84
31.10.2017-08:00,1,0,1013.5,-3.2,1.8,82
31.10.2017-09:00,0.5,0,1013.4,7.5,2.2,81
31.10.2017-10:00,0.5,0,1013.4,31,3.1,77
31.10.2017-11:00,0.6,11,1013.2,99.4,5,69
31.10.2017-12:00,1.4,21,1012.9,193.8,5.2,69
31.10.2017-13:00,0.8,3,1012.4,142.4,6,67
31.10.2017-14:00,0.9,30,1011.8,163.3,6.8,62
31.10.2017-15:00,0.4,12,1011.4,96.9,7.2,62
31.10.2017-16:00,2,0,1010.5,23.1,6.6,68
31.10.2017-17:00,0.4,0,1010.5,-4.7,5.8,71
31.10.2017-18:00,0.3,0,1010.3,-7,5.3,75
31.10.2017-19:00,0.9,0,1010,-7.3,4.6,79
31.10.2017-20:00,1,0,1009.6,-7.7,3.9,83
31.10.2017-21:00,0.8,0,1009,-7.9,2.6,88
31.10.2017-22:00,0.9,0,1008.7,-7.3,2.6,89
31.10.2017-23:00,1.9,0,1008.6,-6.9,2.6,90
01.11.2017-00:00,0.6,0,1008.2,-6.4,2.9,90
01.11.2017-01:00,1.2,0,1007.7,-6.6,3.4,89
01.11.2017-02:00,0.7,0,1007.4,-6.8,3.2,91
01.11.2017-03:00,1.5,0,1007,-7.6,2.6,92
01.11.2017-04:00,2,0,1006.4,-7.2,2.3,93
01.11.2017-05:00,1.4,0,1006,-6.8,1.7,94
01.11.2017-06:00,1.2,0,1005.2,-7,2.5,93
01.11.2017-07:00,1.1,0,1005,-6.7,3.1,92
01.11.2017-08:00,1.9,0,1004.1,-3.3,3.7,91
01.11.2017-09:00,1.1,0,1003.8,12.6,4.4,91
01.11.2017-10:00,0.1,1,1003.1,44,4.9,88
01.11.2017-11:00,0.8,0,1002.9,27.6,5.1,90
01.11.2017-12:00,0.8,0,1001.7,45.1,5.3,91
01.11.2017-13:00,0.6,0,1000.6,36.5,5.5,91
01.11.2017-14:00,0.9,0,999.7,62,5.9,92
01.11.2017-15:00,0.7,0,998.9,65.9,6.1,92
01.11.2017-16:00,0.9,7,998.5,26.2,5.8,93
01.11.2017-17:00,0.7,0,998,-4.6,5,96
01.11.2017-18:00,1.1,0,997.3,-6.4,5.1,97
01.11.2017-19:00,1.9,0,996.8,-7,5.1,97
01.11.2017-20:00,0.4,0,996.4,-6.4,4.7,97
01.11.2017-21:00,1.2,0,996.3,-6.1,4.9,98
01.11.2017-22:00,1.2,0,996.1,-6.9,4.9,98
01.11.2017-23:00,1.3,0,996,-7.1,5,97
02.11.2017-00:00,1.5,0,995.9,-7.5,4.7,96
02.11.2017-01:00,0.4,0,995.9,-7.3,3.5,96
02.11.2017-02:00,1.5,0,995.8,-8.1,2.7,97
02.11.2017-03:00,2.5,0,996,-7.8,2.7,97
02.11.2017-04:00,1.3,0,996.4,-7.4,2.7,97
02.11.2017-05:00,0.6,0,996.8,-6.8,3.3,97
02.11.2017-06:00,1,0,997.3,-6.3,3.6,97
02.11.2017-07:00,1.3,0,998.3,-6.5,4.2,95
02.11.2017-08:00,0.9,0,999.5,-2.7,4.5,96
02.11.2017-09:00,2.2,43,1000.7,48.7,5.5,93
02.11.2017-10:00,4.1,29,1001.8,88.2,9.6,67
02.11.2017-11:00,4.1,60,1003,196.8,10.4,59
02.11.2017-12:00,5.4,60,1004.1,240.6,10.7,49
02.11.2017-13:00,5.4,54,1005.1,220.6,9.7,51
02.11.2017-14:00,3.3,37,1005.8,132.3,9.2,53
02.11.2017-15:00,4.4,60,1006.6,132.2,8.5,55
02.11.2017-16:00,2.2,60,1007.5,53.6,7.1,54
02.11.2017-17:00,0.9,4,1008.6,-4.5,5.1,63
02.11.2017-18:00,2,0,1009.4,-7.8,3.5,67
02.11.2017-19:00,3,0,1010,-7.4,3,69
02.11.2017-20:00,1,0,1010.1,-7.5,2.1,71
02.11.2017-21:00,1.4,0,1010.4,-8.1,0.8,79
02.11.2017-22:00,1.6,0,1011.1,-7.7,0.7,79
02.11.2017-23:00,2.5,0,1011.3,-7.2,0.2,82
